country,generation,age,suicides_no
Barbados,Generation Z,5-14 years,0
Barbados,Generation Z,5-14 years,0
Barbados,Generation Z,5-14 years,0
Barbados,Generation Z,5-14 years,0
Barbados,Generation Z,5-14 years,0
Barbados,Generation Z,5-14 years,0
Barbados,Generation Z,5-14 years,0
Belarus,Generation Z,5-14 years,9
Belarus,Generation Z,5-14 years,3
Belarus,Generation Z,5-14 years,5
Belarus,Generation Z,5-14 years,2
Belarus,Generation Z,5-14 years,9
Belarus,Generation Z,5-14 years,3
Belarus,Generation Z,5-14 years,5
Belarus,Generation Z,5-14 years,1
Belarus,Generation Z,5-14 years,10
Belarus,Generation Z,5-14 years,1
Belarus,Generation Z,5-14 years,5
Belarus,Generation Z,5-14 years,1
Belarus,Generation Z,5-14 years,6
Belarus,Generation Z,5-14 years,2
Belgium,Generation Z,5-14 years,6
Belgium,Generation Z,5-14 years,1
Belgium,Generation Z,5-14 years,5
Belgium,Generation Z,5-14 years,3
Belgium,Generation Z,5-14 years,4
Belgium,Generation Z,5-14 years,4
Belgium,Generation Z,5-14 years,7
Belgium,Generation Z,5-14 years,2
Belgium,Generation Z,5-14 years,5
Belgium,Generation Z,5-14 years,0
Belgium,Generation Z,5-14 years,3
Belgium,Generation Z,5-14 years,3
Belgium,Generation Z,5-14 years,3
Belgium,Generation Z,5-14 years,2
Belgium,Generation Z,5-14 years,4
Belgium,Generation Z,5-14 years,0
Belgium,Generation Z,5-14 years,2
Belgium,Generation Z,5-14 years,2
Belize,Generation Z,5-14 years,1
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,2
Belize,Generation Z,5-14 years,0
Belize,Generation Z,5-14 years,3
Belize,Generation Z,5-14 years,0
Bosnia and Herzegovina,Generation Z,5-14 years,0
Bosnia and Herzegovina,Generation Z,5-14 years,0
Bosnia and Herzegovina,Generation Z,5-14 years,1
Bosnia and Herzegovina,Generation Z,5-14 years,0
Brazil,Generation Z,5-14 years,67
Brazil,Generation Z,5-14 years,51
Brazil,Generation Z,5-14 years,55
Brazil,Generation Z,5-14 years,49
Brazil,Generation Z,5-14 years,62
Brazil,Generation Z,5-14 years,52
Brazil,Generation Z,5-14 years,56
Brazil,Generation Z,5-14 years,48
Brazil,Generation Z,5-14 years,63
Brazil,Generation Z,5-14 years,47
Brazil,Generation Z,5-14 years,79
Brazil,Generation Z,5-14 years,41
Brazil,Generation Z,5-14 years,72
Brazil,Generation Z,5-14 years,50
Brazil,Generation Z,5-14 years,84
Brazil,Generation Z,5-14 years,62
Brazil,Generation Z,5-14 years,79
Brazil,Generation Z,5-14 years,56
Bulgaria,Generation Z,5-14 years,5
Bulgaria,Generation Z,5-14 years,0
Bulgaria,Generation Z,5-14 years,1
Bulgaria,Generation Z,5-14 years,1
Bulgaria,Generation Z,5-14 years,1
Bulgaria,Generation Z,5-14 years,0
Bulgaria,Generation Z,5-14 years,1
Bulgaria,Generation Z,5-14 years,0
Bulgaria,Generation Z,5-14 years,2
Bulgaria,Generation Z,5-14 years,0
Bulgaria,Generation Z,5-14 years,1
Bulgaria,Generation Z,5-14 years,0
Bulgaria,Generation Z,5-14 years,1
Bulgaria,Generation Z,5-14 years,1
Bulgaria,Generation Z,5-14 years,2
Bulgaria,Generation Z,5-14 years,0
Cabo Verde,Generation Z,5-14 years,3
Cabo Verde,Generation Z,5-14 years,0
Canada,Generation Z,5-14 years,18
Canada,Generation Z,5-14 years,15
Canada,Generation Z,5-14 years,16
Canada,Generation Z,5-14 years,9
Canada,Generation Z,5-14 years,13
Canada,Generation Z,5-14 years,12
Canada,Generation Z,5-14 years,19
Canada,Generation Z,5-14 years,13
Canada,Generation Z,5-14 years,18
Canada,Generation Z,5-14 years,13
Canada,Generation Z,5-14 years,17
Canada,Generation Z,5-14 years,17
Canada,Generation Z,5-14 years,20
Canada,Generation Z,5-14 years,15
Chile,Generation Z,5-14 years,19
Chile,Generation Z,5-14 years,9
Chile,Generation Z,5-14 years,16
Chile,Generation Z,5-14 years,14
Chile,Generation Z,5-14 years,15
Chile,Generation Z,5-14 years,11
Chile,Generation Z,5-14 years,18
Chile,Generation Z,5-14 years,10
Chile,Generation Z,5-14 years,12
Chile,Generation Z,5-14 years,12
Chile,Generation Z,5-14 years,8
Chile,Generation Z,5-14 years,7
Chile,Generation Z,5-14 years,12
Chile,Generation Z,5-14 years,8
Chile,Generation Z,5-14 years,12
Chile,Generation Z,5-14 years,9
Chile,Generation Z,5-14 years,13
Chile,Generation Z,5-14 years,9
Colombia,Generation Z,5-14 years,40
Colombia,Generation Z,5-14 years,37
Colombia,Generation Z,5-14 years,47
Colombia,Generation Z,5-14 years,43
Colombia,Generation Z,5-14 years,54
Colombia,Generation Z,5-14 years,32
Colombia,Generation Z,5-14 years,41
Colombia,Generation Z,5-14 years,39
Colombia,Generation Z,5-14 years,41
Colombia,Generation Z,5-14 years,34
Colombia,Generation Z,5-14 years,44
Colombia,Generation Z,5-14 years,33
Colombia,Generation Z,5-14 years,41
Colombia,Generation Z,5-14 years,36
Colombia,Generation Z,5-14 years,37
Colombia,Generation Z,5-14 years,27
Colombia,Generation Z,5-14 years,44
Colombia,Generation Z,5-14 years,39
Costa Rica,Generation Z,5-14 years,1
Costa Rica,Generation Z,5-14 years,1
Costa Rica,Generation Z,5-14 years,2
Costa Rica,Generation Z,5-14 years,1
Costa Rica,Generation Z,5-14 years,3
Costa Rica,Generation Z,5-14 years,1
Costa Rica,Generation Z,5-14 years,5
Costa Rica,Generation Z,5-14 years,0
Costa Rica,Generation Z,5-14 years,5
Costa Rica,Generation Z,5-14 years,2
Costa Rica,Generation Z,5-14 years,5
Costa Rica,Generation Z,5-14 years,3
Costa Rica,Generation Z,5-14 years,6
Costa Rica,Generation Z,5-14 years,1
Costa Rica,Generation Z,5-14 years,3
Costa Rica,Generation Z,5-14 years,3
Croatia,Generation Z,5-14 years,2
Croatia,Generation Z,5-14 years,2
Croatia,Generation Z,5-14 years,3
Croatia,Generation Z,5-14 years,1
Croatia,Generation Z,5-14 years,3
Croatia,Generation Z,5-14 years,0
Croatia,Generation Z,5-14 years,1
Croatia,Generation Z,5-14 years,0
Croatia,Generation Z,5-14 years,2
Croatia,Generation Z,5-14 years,0
Croatia,Generation Z,5-14 years,3
Croatia,Generation Z,5-14 years,1
Croatia,Generation Z,5-14 years,1
Croatia,Generation Z,5-14 years,0
Croatia,Generation Z,5-14 years,1
Croatia,Generation Z,5-14 years,0
Croatia,Generation Z,5-14 years,2
Croatia,Generation Z,5-14 years,1
Cuba,Generation Z,5-14 years,2
Cuba,Generation Z,5-14 years,0
Cuba,Generation Z,5-14 years,2
Cuba,Generation Z,5-14 years,1
Cuba,Generation Z,5-14 years,3
Cuba,Generation Z,5-14 years,1
Cuba,Generation Z,5-14 years,7
Cuba,Generation Z,5-14 years,4
Cuba,Generation Z,5-14 years,4
Cuba,Generation Z,5-14 years,3
Cuba,Generation Z,5-14 years,6
Cuba,Generation Z,5-14 years,2
Cuba,Generation Z,5-14 years,5
Cuba,Generation Z,5-14 years,4
Cuba,Generation Z,5-14 years,9
Cuba,Generation Z,5-14 years,2
Cuba,Generation Z,5-14 years,4
Cuba,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Cyprus,Generation Z,5-14 years,0
Czech Republic,Generation Z,5-14 years,2
Czech Republic,Generation Z,5-14 years,0
Czech Republic,Generation Z,5-14 years,3
Czech Republic,Generation Z,5-14 years,1
Czech Republic,Generation Z,5-14 years,2
Czech Republic,Generation Z,5-14 years,1
Czech Republic,Generation Z,5-14 years,1
Czech Republic,Generation Z,5-14 years,0
Czech Republic,Generation Z,5-14 years,2
Czech Republic,Generation Z,5-14 years,0
Czech Republic,Generation Z,5-14 years,3
Czech Republic,Generation Z,5-14 years,1
Czech Republic,Generation Z,5-14 years,5
Czech Republic,Generation Z,5-14 years,2
Czech Republic,Generation Z,5-14 years,1
Czech Republic,Generation Z,5-14 years,1
Czech Republic,Generation Z,5-14 years,5
Czech Republic,Generation Z,5-14 years,2
Denmark,Generation Z,5-14 years,2
Denmark,Generation Z,5-14 years,0
Denmark,Generation Z,5-14 years,2
Denmark,Generation Z,5-14 years,1
Denmark,Generation Z,5-14 years,2
Denmark,Generation Z,5-14 years,1
Denmark,Generation Z,5-14 years,0
Denmark,Generation Z,5-14 years,0
Denmark,Generation Z,5-14 years,0
Denmark,Generation Z,5-14 years,0
Denmark,Generation Z,5-14 years,1
Denmark,Generation Z,5-14 years,0
Denmark,Generation Z,5-14 years,1
Denmark,Generation Z,5-14 years,1
Denmark,Generation Z,5-14 years,1
Denmark,Generation Z,5-14 years,1
Denmark,Generation Z,5-14 years,3
Denmark,Generation Z,5-14 years,0
Ecuador,Generation Z,5-14 years,45
Ecuador,Generation Z,5-14 years,23
Ecuador,Generation Z,5-14 years,24
Ecuador,Generation Z,5-14 years,22
Ecuador,Generation Z,5-14 years,23
Ecuador,Generation Z,5-14 years,20
Ecuador,Generation Z,5-14 years,26
Ecuador,Generation Z,5-14 years,18
Ecuador,Generation Z,5-14 years,32
Ecuador,Generation Z,5-14 years,32
Ecuador,Generation Z,5-14 years,39
Ecuador,Generation Z,5-14 years,27
Ecuador,Generation Z,5-14 years,29
Ecuador,Generation Z,5-14 years,20
Ecuador,Generation Z,5-14 years,28
Ecuador,Generation Z,5-14 years,18
Ecuador,Generation Z,5-14 years,35
Ecuador,Generation Z,5-14 years,27
El Salvador,Generation Z,5-14 years,9
El Salvador,Generation Z,5-14 years,5
El Salvador,Generation Z,5-14 years,5
El Salvador,Generation Z,5-14 years,5
El Salvador,Generation Z,5-14 years,6
El Salvador,Generation Z,5-14 years,3
El Salvador,Generation Z,5-14 years,7
El Salvador,Generation Z,5-14 years,1
El Salvador,Generation Z,5-14 years,12
El Salvador,Generation Z,5-14 years,12
El Salvador,Generation Z,5-14 years,11
El Salvador,Generation Z,5-14 years,9
El Salvador,Generation Z,5-14 years,7
El Salvador,Generation Z,5-14 years,6
El Salvador,Generation Z,5-14 years,4
El Salvador,Generation Z,5-14 years,2
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,1
Estonia,Generation Z,5-14 years,1
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,2
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,1
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,2
Estonia,Generation Z,5-14 years,0
Estonia,Generation Z,5-14 years,1
Estonia,Generation Z,5-14 years,1
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,1
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,0
Fiji,Generation Z,5-14 years,0
Finland,Generation Z,5-14 years,3
Finland,Generation Z,5-14 years,0
Finland,Generation Z,5-14 years,2
Finland,Generation Z,5-14 years,2
Finland,Generation Z,5-14 years,1
Finland,Generation Z,5-14 years,0
Finland,Generation Z,5-14 years,1
Finland,Generation Z,5-14 years,0
Finland,Generation Z,5-14 years,2
Finland,Generation Z,5-14 years,0
Finland,Generation Z,5-14 years,0
Finland,Generation Z,5-14 years,0
Finland,Generation Z,5-14 years,1
Finland,Generation Z,5-14 years,1
Finland,Generation Z,5-14 years,1
Finland,Generation Z,5-14 years,1
Finland,Generation Z,5-14 years,5
Finland,Generation Z,5-14 years,0
France,Generation Z,5-14 years,16
France,Generation Z,5-14 years,6
France,Generation Z,5-14 years,20
France,Generation Z,5-14 years,6
France,Generation Z,5-14 years,26
France,Generation Z,5-14 years,11
France,Generation Z,5-14 years,23
France,Generation Z,5-14 years,17
France,Generation Z,5-14 years,23
France,Generation Z,5-14 years,13
France,Generation Z,5-14 years,22
France,Generation Z,5-14 years,11
France,Generation Z,5-14 years,18
France,Generation Z,5-14 years,11
France,Generation Z,5-14 years,14
France,Generation Z,5-14 years,12
Georgia,Generation Z,5-14 years,0
Georgia,Generation Z,5-14 years,0
Georgia,Generation Z,5-14 years,3
Georgia,Generation Z,5-14 years,1
Georgia,Generation Z,5-14 years,1
Georgia,Generation Z,5-14 years,0
Georgia,Generation Z,5-14 years,1
Georgia,Generation Z,5-14 years,0
Georgia,Generation Z,5-14 years,1
Georgia,Generation Z,5-14 years,0
Georgia,Generation Z,5-14 years,2
Georgia,Generation Z,5-14 years,1
Georgia,Generation Z,5-14 years,0
Georgia,Generation Z,5-14 years,0
Georgia,Generation Z,5-14 years,1
Georgia,Generation Z,5-14 years,0
Germany,Generation Z,5-14 years,15
Germany,Generation Z,5-14 years,9
Germany,Generation Z,5-14 years,11
Germany,Generation Z,5-14 years,6
Germany,Generation Z,5-14 years,12
Germany,Generation Z,5-14 years,9
Germany,Generation Z,5-14 years,22
Germany,Generation Z,5-14 years,6
Germany,Generation Z,5-14 years,12
Germany,Generation Z,5-14 years,9
Germany,Generation Z,5-14 years,11
Germany,Generation Z,5-14 years,9
Germany,Generation Z,5-14 years,12
Germany,Generation Z,5-14 years,6
Germany,Generation Z,5-14 years,20
Germany,Generation Z,5-14 years,8
Germany,Generation Z,5-14 years,13
Germany,Generation Z,5-14 years,6
Greece,Generation Z,5-14 years,1
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,1
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,1
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,1
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Greece,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Grenada,Generation Z,5-14 years,0
Guatemala,Generation Z,5-14 years,7
Guatemala,Generation Z,5-14 years,3
Guatemala,Generation Z,5-14 years,16
Guatemala,Generation Z,5-14 years,8
Guatemala,Generation Z,5-14 years,10
Guatemala,Generation Z,5-14 years,7
Guatemala,Generation Z,5-14 years,7
Guatemala,Generation Z,5-14 years,6
Guatemala,Generation Z,5-14 years,12
Guatemala,Generation Z,5-14 years,5
Guatemala,Generation Z,5-14 years,12
Guatemala,Generation Z,5-14 years,9
Guatemala,Generation Z,5-14 years,10
Guatemala,Generation Z,5-14 years,8
Guatemala,Generation Z,5-14 years,13
Guatemala,Generation Z,5-14 years,6
Guatemala,Generation Z,5-14 years,13
Guatemala,Generation Z,5-14 years,11
Guyana,Generation Z,5-14 years,3
Guyana,Generation Z,5-14 years,1
Guyana,Generation Z,5-14 years,4
Guyana,Generation Z,5-14 years,0
Guyana,Generation Z,5-14 years,6
Guyana,Generation Z,5-14 years,1
Guyana,Generation Z,5-14 years,5
Guyana,Generation Z,5-14 years,2
Guyana,Generation Z,5-14 years,4
Guyana,Generation Z,5-14 years,3
Guyana,Generation Z,5-14 years,4
Guyana,Generation Z,5-14 years,2
Guyana,Generation Z,5-14 years,1
Guyana,Generation Z,5-14 years,1
Hungary,Generation Z,5-14 years,2
Hungary,Generation Z,5-14 years,0
Hungary,Generation Z,5-14 years,4
Hungary,Generation Z,5-14 years,0
Hungary,Generation Z,5-14 years,4
Hungary,Generation Z,5-14 years,3
Hungary,Generation Z,5-14 years,2
Hungary,Generation Z,5-14 years,1
Hungary,Generation Z,5-14 years,3
Hungary,Generation Z,5-14 years,3
Hungary,Generation Z,5-14 years,2
Hungary,Generation Z,5-14 years,0
Hungary,Generation Z,5-14 years,1
Hungary,Generation Z,5-14 years,0
Hungary,Generation Z,5-14 years,2
Hungary,Generation Z,5-14 years,0
Hungary,Generation Z,5-14 years,2
Hungary,Generation Z,5-14 years,1
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,1
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,1
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Iceland,Generation Z,5-14 years,0
Ireland,Generation Z,5-14 years,7
Ireland,Generation Z,5-14 years,1
Ireland,Generation Z,5-14 years,3
Ireland,Generation Z,5-14 years,0
Ireland,Generation Z,5-14 years,3
Ireland,Generation Z,5-14 years,1
Ireland,Generation Z,5-14 years,3
Ireland,Generation Z,5-14 years,3
Ireland,Generation Z,5-14 years,0
Ireland,Generation Z,5-14 years,0
Ireland,Generation Z,5-14 years,3
Ireland,Generation Z,5-14 years,1
Ireland,Generation Z,5-14 years,2
Ireland,Generation Z,5-14 years,0
Ireland,Generation Z,5-14 years,2
Ireland,Generation Z,5-14 years,0
Israel,Generation Z,5-14 years,3
Israel,Generation Z,5-14 years,0
Israel,Generation Z,5-14 years,2
Israel,Generation Z,5-14 years,2
Israel,Generation Z,5-14 years,4
Israel,Generation Z,5-14 years,1
Israel,Generation Z,5-14 years,3
Israel,Generation Z,5-14 years,2
Israel,Generation Z,5-14 years,1
Israel,Generation Z,5-14 years,0
Israel,Generation Z,5-14 years,3
Israel,Generation Z,5-14 years,0
Israel,Generation Z,5-14 years,7
Israel,Generation Z,5-14 years,0
Israel,Generation Z,5-14 years,7
Israel,Generation Z,5-14 years,1
Israel,Generation Z,5-14 years,2
Israel,Generation Z,5-14 years,1
Italy,Generation Z,5-14 years,5
Italy,Generation Z,5-14 years,4
Italy,Generation Z,5-14 years,3
Italy,Generation Z,5-14 years,2
Italy,Generation Z,5-14 years,6
Italy,Generation Z,5-14 years,2
Italy,Generation Z,5-14 years,10
Italy,Generation Z,5-14 years,1
Italy,Generation Z,5-14 years,4
Italy,Generation Z,5-14 years,2
Italy,Generation Z,5-14 years,4
Italy,Generation Z,5-14 years,4
Italy,Generation Z,5-14 years,7
Italy,Generation Z,5-14 years,4
Italy,Generation Z,5-14 years,7
Italy,Generation Z,5-14 years,5
Italy,Generation Z,5-14 years,7
Italy,Generation Z,5-14 years,6
Jamaica,Generation Z,5-14 years,1
Jamaica,Generation Z,5-14 years,0
Jamaica,Generation Z,5-14 years,1
Jamaica,Generation Z,5-14 years,0
Jamaica,Generation Z,5-14 years,3
Jamaica,Generation Z,5-14 years,3
Japan,Generation Z,5-14 years,31
Japan,Generation Z,5-14 years,16
Japan,Generation Z,5-14 years,41
Japan,Generation Z,5-14 years,18
Japan,Generation Z,5-14 years,34
Japan,Generation Z,5-14 years,21
Japan,Generation Z,5-14 years,42
Japan,Generation Z,5-14 years,21
Japan,Generation Z,5-14 years,52
Japan,Generation Z,5-14 years,22
Japan,Generation Z,5-14 years,55
Japan,Generation Z,5-14 years,20
Japan,Generation Z,5-14 years,58
Japan,Generation Z,5-14 years,34
Japan,Generation Z,5-14 years,68
Japan,Generation Z,5-14 years,34
Japan,Generation Z,5-14 years,62
Japan,Generation Z,5-14 years,28
Kazakhstan,Generation Z,5-14 years,89
Kazakhstan,Generation Z,5-14 years,30
Kazakhstan,Generation Z,5-14 years,66
Kazakhstan,Generation Z,5-14 years,19
Kazakhstan,Generation Z,5-14 years,43
Kazakhstan,Generation Z,5-14 years,26
Kazakhstan,Generation Z,5-14 years,49
Kazakhstan,Generation Z,5-14 years,25
Kazakhstan,Generation Z,5-14 years,38
Kazakhstan,Generation Z,5-14 years,21
Kazakhstan,Generation Z,5-14 years,33
Kazakhstan,Generation Z,5-14 years,7
Kazakhstan,Generation Z,5-14 years,42
Kazakhstan,Generation Z,5-14 years,27
Kazakhstan,Generation Z,5-14 years,38
Kazakhstan,Generation Z,5-14 years,18
Kazakhstan,Generation Z,5-14 years,30
Kazakhstan,Generation Z,5-14 years,13
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
Kuwait,Generation Z,5-14 years,0
