country,generation,age,suicides_no
Aruba,Millenials,15-24 years,0
Aruba,Millenials,15-24 years,0
Aruba,Millenials,25-34 years,1
Aruba,Millenials,15-24 years,1
Aruba,Millenials,15-24 years,0
Aruba,Millenials,25-34 years,0
Australia,Millenials,5-14 years,7
Australia,Millenials,5-14 years,3
Australia,Millenials,5-14 years,4
Australia,Millenials,5-14 years,2
Australia,Millenials,5-14 years,5
Australia,Millenials,5-14 years,2
Australia,Millenials,5-14 years,3
Australia,Millenials,5-14 years,1
Australia,Millenials,5-14 years,4
Australia,Millenials,5-14 years,0
Australia,Millenials,5-14 years,8
Australia,Millenials,5-14 years,7
Australia,Millenials,5-14 years,7
Australia,Millenials,5-14 years,7
Australia,Millenials,5-14 years,6
Australia,Millenials,5-14 years,2
Australia,Millenials,5-14 years,10
Australia,Millenials,5-14 years,6
Australia,Millenials,5-14 years,8
Australia,Millenials,5-14 years,1
Australia,Millenials,15-24 years,280
Australia,Millenials,15-24 years,63
Australia,Millenials,5-14 years,4
Australia,Millenials,5-14 years,4
Australia,Millenials,15-24 years,246
Australia,Millenials,15-24 years,58
Australia,Millenials,5-14 years,4
Australia,Millenials,5-14 years,4
Australia,Millenials,15-24 years,243
Australia,Millenials,15-24 years,48
Australia,Millenials,5-14 years,7
Australia,Millenials,5-14 years,7
Australia,Millenials,15-24 years,205
Australia,Millenials,15-24 years,67
Australia,Millenials,5-14 years,7
Australia,Millenials,5-14 years,1
Australia,Millenials,15-24 years,230
Australia,Millenials,15-24 years,68
Australia,Millenials,5-14 years,7
Australia,Millenials,5-14 years,1
Australia,Millenials,15-24 years,234
Australia,Millenials,15-24 years,66
Australia,Millenials,15-24 years,228
Australia,Millenials,15-24 years,60
Australia,Millenials,15-24 years,210
Australia,Millenials,15-24 years,66
Australia,Millenials,15-24 years,222
Australia,Millenials,15-24 years,80
Australia,Millenials,25-34 years,347
Australia,Millenials,15-24 years,242
Australia,Millenials,15-24 years,93
Australia,Millenials,25-34 years,85
Australia,Millenials,25-34 years,351
Australia,Millenials,15-24 years,217
Australia,Millenials,15-24 years,109
Australia,Millenials,25-34 years,98
Australia,Millenials,25-34 years,329
Australia,Millenials,15-24 years,267
Australia,Millenials,15-24 years,95
Australia,Millenials,25-34 years,95
Australia,Millenials,25-34 years,404
Australia,Millenials,15-24 years,271
Australia,Millenials,25-34 years,119
Australia,Millenials,15-24 years,96
Australia,Millenials,25-34 years,423
Australia,Millenials,15-24 years,281
Australia,Millenials,15-24 years,110
Australia,Millenials,25-34 years,119
Austria,Millenials,5-14 years,2
Austria,Millenials,5-14 years,0
Austria,Millenials,5-14 years,5
Austria,Millenials,5-14 years,1
Austria,Millenials,5-14 years,6
Austria,Millenials,5-14 years,4
Austria,Millenials,5-14 years,6
Austria,Millenials,5-14 years,5
Austria,Millenials,5-14 years,8
Austria,Millenials,5-14 years,0
Austria,Millenials,5-14 years,4
Austria,Millenials,5-14 years,0
Austria,Millenials,5-14 years,2
Austria,Millenials,5-14 years,1
Austria,Millenials,5-14 years,6
Austria,Millenials,5-14 years,2
Austria,Millenials,5-14 years,2
Austria,Millenials,5-14 years,1
Austria,Millenials,5-14 years,4
Austria,Millenials,5-14 years,4
Austria,Millenials,15-24 years,101
Austria,Millenials,15-24 years,18
Austria,Millenials,5-14 years,1
Austria,Millenials,5-14 years,1
Austria,Millenials,15-24 years,99
Austria,Millenials,15-24 years,17
Austria,Millenials,5-14 years,2
Austria,Millenials,5-14 years,2
Austria,Millenials,15-24 years,91
Austria,Millenials,15-24 years,29
Austria,Millenials,5-14 years,3
Austria,Millenials,5-14 years,0
Austria,Millenials,15-24 years,110
Austria,Millenials,15-24 years,22
Austria,Millenials,5-14 years,2
Austria,Millenials,5-14 years,0
Austria,Millenials,15-24 years,83
Austria,Millenials,15-24 years,18
Austria,Millenials,5-14 years,3
Austria,Millenials,5-14 years,1
Austria,Millenials,15-24 years,77
Austria,Millenials,15-24 years,16
Austria,Millenials,5-14 years,1
Austria,Millenials,5-14 years,0
Austria,Millenials,15-24 years,93
Austria,Millenials,15-24 years,15
Austria,Millenials,15-24 years,59
Austria,Millenials,15-24 years,18
Austria,Millenials,15-24 years,72
Austria,Millenials,15-24 years,11
Austria,Millenials,15-24 years,91
Austria,Millenials,15-24 years,14
Austria,Millenials,25-34 years,97
Austria,Millenials,15-24 years,67
Austria,Millenials,15-24 years,23
Austria,Millenials,25-34 years,23
Austria,Millenials,25-34 years,99
Austria,Millenials,15-24 years,66
Austria,Millenials,25-34 years,20
Austria,Millenials,15-24 years,6
Austria,Millenials,25-34 years,75
Austria,Millenials,15-24 years,54
Austria,Millenials,25-34 years,25
Austria,Millenials,15-24 years,20
Austria,Millenials,25-34 years,100
Austria,Millenials,15-24 years,79
Austria,Millenials,25-34 years,29
Austria,Millenials,15-24 years,17
Austria,Millenials,25-34 years,78
Austria,Millenials,15-24 years,61
Austria,Millenials,15-24 years,19
Austria,Millenials,25-34 years,21
Austria,Millenials,25-34 years,86
Austria,Millenials,15-24 years,58
Austria,Millenials,15-24 years,22
Austria,Millenials,25-34 years,18
Azerbaijan,Millenials,5-14 years,1
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,1
Azerbaijan,Millenials,5-14 years,1
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,1
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,5-14 years,1
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,15-24 years,56
Azerbaijan,Millenials,5-14 years,24
Azerbaijan,Millenials,15-24 years,8
Azerbaijan,Millenials,5-14 years,7
Azerbaijan,Millenials,15-24 years,9
Azerbaijan,Millenials,5-14 years,4
Azerbaijan,Millenials,15-24 years,1
Azerbaijan,Millenials,5-14 years,0
Azerbaijan,Millenials,15-24 years,17
Azerbaijan,Millenials,15-24 years,9
Azerbaijan,Millenials,5-14 years,7
Azerbaijan,Millenials,5-14 years,1
Azerbaijan,Millenials,15-24 years,10
Azerbaijan,Millenials,5-14 years,6
Azerbaijan,Millenials,15-24 years,4
Azerbaijan,Millenials,5-14 years,1
Azerbaijan,Millenials,15-24 years,5
Azerbaijan,Millenials,15-24 years,3
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,2
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,1
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,1
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,15-24 years,1
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,5-14 years,0
Bahamas,Millenials,15-24 years,1
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,15-24 years,1
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,15-24 years,2
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,15-24 years,2
Bahamas,Millenials,15-24 years,1
Bahamas,Millenials,25-34 years,1
Bahamas,Millenials,15-24 years,1
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,25-34 years,0
Bahamas,Millenials,15-24 years,2
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,25-34 years,0
Bahamas,Millenials,25-34 years,0
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,25-34 years,0
Bahamas,Millenials,15-24 years,0
Bahamas,Millenials,25-34 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,15-24 years,2
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,5-14 years,1
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,15-24 years,2
Bahrain,Millenials,15-24 years,2
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,15-24 years,3
Bahrain,Millenials,15-24 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,15-24 years,2
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,15-24 years,4
Bahrain,Millenials,15-24 years,2
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,15-24 years,3
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,5-14 years,0
Bahrain,Millenials,15-24 years,5
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,15-24 years,3
Bahrain,Millenials,15-24 years,0
Bahrain,Millenials,15-24 years,4
Bahrain,Millenials,15-24 years,0
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,15-24 years,0
Bahrain,Millenials,15-24 years,3
Bahrain,Millenials,25-34 years,2
Bahrain,Millenials,25-34 years,4
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,25-34 years,11
Bahrain,Millenials,25-34 years,1
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,15-24 years,0
Bahrain,Millenials,15-24 years,1
Bahrain,Millenials,25-34 years,2
Bahrain,Millenials,15-24 years,0
Bahrain,Millenials,25-34 years,0
Bahrain,Millenials,15-24 years,4
Bahrain,Millenials,25-34 years,3
Bahrain,Millenials,25-34 years,1
Bahrain,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,1
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,5-14 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,25-34 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,25-34 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,25-34 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,25-34 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,25-34 years,0
Barbados,Millenials,15-24 years,0
Barbados,Millenials,25-34 years,0
Belarus,Millenials,5-14 years,14
Belarus,Millenials,5-14 years,2
Belarus,Millenials,5-14 years,30
Belarus,Millenials,5-14 years,4
Belarus,Millenials,5-14 years,18
Belarus,Millenials,5-14 years,4
Belarus,Millenials,5-14 years,16
Belarus,Millenials,5-14 years,2
Belarus,Millenials,5-14 years,12
Belarus,Millenials,5-14 years,3
Belarus,Millenials,5-14 years,13
Belarus,Millenials,5-14 years,3
Belarus,Millenials,5-14 years,8
Belarus,Millenials,5-14 years,2
Belarus,Millenials,5-14 years,12
Belarus,Millenials,5-14 years,5
Belarus,Millenials,5-14 years,22
Belarus,Millenials,5-14 years,4
Belarus,Millenials,5-14 years,20
Belarus,Millenials,5-14 years,6
Belarus,Millenials,15-24 years,313
Belarus,Millenials,15-24 years,36
Belarus,Millenials,5-14 years,17
Belarus,Millenials,5-14 years,2
Belarus,Millenials,15-24 years,296
Belarus,Millenials,15-24 years,32
Belarus,Millenials,5-14 years,20
Belarus,Millenials,5-14 years,5
Belarus,Millenials,15-24 years,285
Belarus,Millenials,15-24 years,46
Belarus,Millenials,5-14 years,11
Belarus,Millenials,5-14 years,3
Belarus,Millenials,15-24 years,261
Belarus,Millenials,15-24 years,37
Belarus,Millenials,15-24 years,234
Belarus,Millenials,15-24 years,29
Belarus,Millenials,15-24 years,270
Belarus,Millenials,15-24 years,45
Belarus,Millenials,15-24 years,240
Belarus,Millenials,15-24 years,39
Belarus,Millenials,25-34 years,340
Belarus,Millenials,15-24 years,185
Belarus,Millenials,25-34 years,42
Belarus,Millenials,15-24 years,36
Belarus,Millenials,25-34 years,308
Belarus,Millenials,15-24 years,145
Belarus,Millenials,25-34 years,45
Belarus,Millenials,15-24 years,25
Belarus,Millenials,25-34 years,297
Belarus,Millenials,15-24 years,128
Belarus,Millenials,25-34 years,41
Belarus,Millenials,15-24 years,15
Belgium,Millenials,5-14 years,4
Belgium,Millenials,5-14 years,1
Belgium,Millenials,5-14 years,5
Belgium,Millenials,5-14 years,0
Belgium,Millenials,5-14 years,4
Belgium,Millenials,5-14 years,1
Belgium,Millenials,5-14 years,10
Belgium,Millenials,5-14 years,1
Belgium,Millenials,5-14 years,10
Belgium,Millenials,5-14 years,3
Belgium,Millenials,5-14 years,3
Belgium,Millenials,5-14 years,2
Belgium,Millenials,5-14 years,6
Belgium,Millenials,5-14 years,0
Belgium,Millenials,5-14 years,5
Belgium,Millenials,5-14 years,2
Belgium,Millenials,5-14 years,9
Belgium,Millenials,5-14 years,2
Belgium,Millenials,5-14 years,4
Belgium,Millenials,5-14 years,1
Belgium,Millenials,15-24 years,118
Belgium,Millenials,15-24 years,35
Belgium,Millenials,5-14 years,7
Belgium,Millenials,5-14 years,4
Belgium,Millenials,15-24 years,107
Belgium,Millenials,15-24 years,24
Belgium,Millenials,5-14 years,3
Belgium,Millenials,5-14 years,2
Belgium,Millenials,15-24 years,121
Belgium,Millenials,15-24 years,39
Belgium,Millenials,5-14 years,8
Belgium,Millenials,5-14 years,4
Belgium,Millenials,15-24 years,124
Belgium,Millenials,15-24 years,28
Belgium,Millenials,5-14 years,6
Belgium,Millenials,5-14 years,3
Belgium,Millenials,15-24 years,98
Belgium,Millenials,15-24 years,26
Belgium,Millenials,5-14 years,1
Belgium,Millenials,5-14 years,0
Belgium,Millenials,15-24 years,86
Belgium,Millenials,15-24 years,27
Belgium,Millenials,5-14 years,3
Belgium,Millenials,5-14 years,1
Belgium,Millenials,15-24 years,91
Belgium,Millenials,15-24 years,22
Belgium,Millenials,15-24 years,110
Belgium,Millenials,15-24 years,37
Belgium,Millenials,15-24 years,90
Belgium,Millenials,15-24 years,34
Belgium,Millenials,15-24 years,98
Belgium,Millenials,15-24 years,32
Belgium,Millenials,25-34 years,163
