country,generation,age,suicides_no
Azerbaijan,G.I. Generation,75+ years,2
Azerbaijan,G.I. Generation,75+ years,0
Azerbaijan,G.I. Generation,75+ years,0
Azerbaijan,G.I. Generation,75+ years,0
Azerbaijan,G.I. Generation,75+ years,1
Azerbaijan,G.I. Generation,75+ years,2
Bahamas,G.I. Generation,55-74 years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,55-74 years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,55-74 years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,55-74 years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahamas,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,55-74 years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,55-74 years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,55-74 years,1
Bahrain,G.I. Generation,55-74 years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,55-74 years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,55-74 years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Bahrain,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,1
Barbados,G.I. Generation,55-74 years,3
Barbados,G.I. Generation,55-74 years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,55-74 years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,55-74 years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,55-74 years,1
Barbados,G.I. Generation,55-74 years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,55-74 years,1
Barbados,G.I. Generation,55-74 years,1
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,55-74 years,2
Barbados,G.I. Generation,55-74 years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,3
Barbados,G.I. Generation,55-74 years,2
Barbados,G.I. Generation,55-74 years,1
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,1
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Barbados,G.I. Generation,75+ years,0
Belarus,G.I. Generation,55-74 years,363
Belarus,G.I. Generation,75+ years,59
Belarus,G.I. Generation,75+ years,61
Belarus,G.I. Generation,55-74 years,158
Belarus,G.I. Generation,75+ years,71
Belarus,G.I. Generation,75+ years,72
Belarus,G.I. Generation,75+ years,57
Belarus,G.I. Generation,75+ years,68
Belarus,G.I. Generation,75+ years,64
Belarus,G.I. Generation,75+ years,64
Belarus,G.I. Generation,75+ years,73
Belarus,G.I. Generation,75+ years,69
Belarus,G.I. Generation,75+ years,71
Belarus,G.I. Generation,75+ years,49
Belarus,G.I. Generation,75+ years,76
Belarus,G.I. Generation,75+ years,57
Belarus,G.I. Generation,75+ years,77
Belarus,G.I. Generation,75+ years,59
Belarus,G.I. Generation,75+ years,82
Belarus,G.I. Generation,75+ years,78
Belarus,G.I. Generation,75+ years,91
Belarus,G.I. Generation,75+ years,66
Belarus,G.I. Generation,75+ years,89
Belarus,G.I. Generation,75+ years,67
Belgium,G.I. Generation,75+ years,214
Belgium,G.I. Generation,55-74 years,449
Belgium,G.I. Generation,75+ years,119
Belgium,G.I. Generation,55-74 years,276
Belgium,G.I. Generation,75+ years,211
Belgium,G.I. Generation,55-74 years,444
Belgium,G.I. Generation,55-74 years,255
Belgium,G.I. Generation,75+ years,90
Belgium,G.I. Generation,75+ years,222
Belgium,G.I. Generation,55-74 years,433
Belgium,G.I. Generation,75+ years,113
Belgium,G.I. Generation,55-74 years,232
Belgium,G.I. Generation,75+ years,181
Belgium,G.I. Generation,55-74 years,390
Belgium,G.I. Generation,75+ years,104
Belgium,G.I. Generation,55-74 years,211
Belgium,G.I. Generation,75+ years,220
Belgium,G.I. Generation,55-74 years,351
Belgium,G.I. Generation,75+ years,91
Belgium,G.I. Generation,55-74 years,200
Belgium,G.I. Generation,75+ years,208
Belgium,G.I. Generation,55-74 years,349
Belgium,G.I. Generation,75+ years,95
Belgium,G.I. Generation,55-74 years,193
Belgium,G.I. Generation,75+ years,205
Belgium,G.I. Generation,75+ years,76
Belgium,G.I. Generation,75+ years,178
Belgium,G.I. Generation,75+ years,94
Belgium,G.I. Generation,75+ years,196
Belgium,G.I. Generation,75+ years,94
Belgium,G.I. Generation,75+ years,200
Belgium,G.I. Generation,75+ years,82
Belgium,G.I. Generation,75+ years,169
Belgium,G.I. Generation,75+ years,84
Belgium,G.I. Generation,75+ years,173
Belgium,G.I. Generation,75+ years,68
Belgium,G.I. Generation,75+ years,197
Belgium,G.I. Generation,75+ years,69
Belgium,G.I. Generation,75+ years,185
Belgium,G.I. Generation,75+ years,86
Belgium,G.I. Generation,75+ years,148
Belgium,G.I. Generation,75+ years,62
Belgium,G.I. Generation,75+ years,176
Belgium,G.I. Generation,75+ years,76
Belize,G.I. Generation,55-74 years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,55-74 years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,55-74 years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,55-74 years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,55-74 years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,55-74 years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,55-74 years,1
Belize,G.I. Generation,55-74 years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,1
Belize,G.I. Generation,75+ years,1
Belize,G.I. Generation,75+ years,1
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,0
Belize,G.I. Generation,75+ years,1
Belize,G.I. Generation,75+ years,0
Brazil,G.I. Generation,75+ years,129
Brazil,G.I. Generation,55-74 years,535
Brazil,G.I. Generation,75+ years,32
Brazil,G.I. Generation,55-74 years,148
Brazil,G.I. Generation,75+ years,103
Brazil,G.I. Generation,55-74 years,581
Brazil,G.I. Generation,75+ years,33
Brazil,G.I. Generation,55-74 years,163
Brazil,G.I. Generation,75+ years,149
Brazil,G.I. Generation,55-74 years,647
Brazil,G.I. Generation,55-74 years,197
Brazil,G.I. Generation,75+ years,28
Brazil,G.I. Generation,75+ years,135
Brazil,G.I. Generation,55-74 years,530
Brazil,G.I. Generation,75+ years,52
Brazil,G.I. Generation,55-74 years,182
Brazil,G.I. Generation,75+ years,141
Brazil,G.I. Generation,55-74 years,543
Brazil,G.I. Generation,75+ years,44
Brazil,G.I. Generation,55-74 years,166
Brazil,G.I. Generation,75+ years,151
Brazil,G.I. Generation,55-74 years,601
Brazil,G.I. Generation,75+ years,38
Brazil,G.I. Generation,55-74 years,196
Brazil,G.I. Generation,75+ years,153
Brazil,G.I. Generation,75+ years,38
Brazil,G.I. Generation,75+ years,146
Brazil,G.I. Generation,75+ years,36
Brazil,G.I. Generation,75+ years,168
Brazil,G.I. Generation,75+ years,33
Brazil,G.I. Generation,75+ years,180
Brazil,G.I. Generation,75+ years,39
Brazil,G.I. Generation,75+ years,180
Brazil,G.I. Generation,75+ years,42
Brazil,G.I. Generation,75+ years,176
Brazil,G.I. Generation,75+ years,52
Brazil,G.I. Generation,75+ years,219
Brazil,G.I. Generation,75+ years,44
Brazil,G.I. Generation,75+ years,217
Brazil,G.I. Generation,75+ years,55
Brazil,G.I. Generation,75+ years,214
Brazil,G.I. Generation,75+ years,35
Brazil,G.I. Generation,75+ years,215
Brazil,G.I. Generation,75+ years,45
Bulgaria,G.I. Generation,75+ years,218
Bulgaria,G.I. Generation,75+ years,94
Bulgaria,G.I. Generation,55-74 years,345
Bulgaria,G.I. Generation,55-74 years,168
Bulgaria,G.I. Generation,75+ years,172
Bulgaria,G.I. Generation,75+ years,96
Bulgaria,G.I. Generation,55-74 years,314
Bulgaria,G.I. Generation,55-74 years,184
Bulgaria,G.I. Generation,75+ years,228
Bulgaria,G.I. Generation,75+ years,101
Bulgaria,G.I. Generation,55-74 years,346
Bulgaria,G.I. Generation,55-74 years,177
Bulgaria,G.I. Generation,75+ years,204
Bulgaria,G.I. Generation,75+ years,102
Bulgaria,G.I. Generation,55-74 years,345
Bulgaria,G.I. Generation,55-74 years,165
Bulgaria,G.I. Generation,75+ years,213
Bulgaria,G.I. Generation,55-74 years,345
Bulgaria,G.I. Generation,75+ years,95
Bulgaria,G.I. Generation,55-74 years,171
Bulgaria,G.I. Generation,75+ years,174
Bulgaria,G.I. Generation,75+ years,98
Bulgaria,G.I. Generation,55-74 years,294
Bulgaria,G.I. Generation,55-74 years,161
Bulgaria,G.I. Generation,75+ years,203
Bulgaria,G.I. Generation,75+ years,74
Bulgaria,G.I. Generation,75+ years,206
Bulgaria,G.I. Generation,75+ years,104
Bulgaria,G.I. Generation,75+ years,141
Bulgaria,G.I. Generation,75+ years,96
Bulgaria,G.I. Generation,75+ years,175
Bulgaria,G.I. Generation,75+ years,86
Bulgaria,G.I. Generation,75+ years,169
Bulgaria,G.I. Generation,75+ years,83
Bulgaria,G.I. Generation,75+ years,191
Bulgaria,G.I. Generation,75+ years,94
Bulgaria,G.I. Generation,75+ years,168
Bulgaria,G.I. Generation,75+ years,95
Bulgaria,G.I. Generation,75+ years,201
Bulgaria,G.I. Generation,75+ years,131
Bulgaria,G.I. Generation,75+ years,178
Bulgaria,G.I. Generation,75+ years,76
Bulgaria,G.I. Generation,75+ years,180
Bulgaria,G.I. Generation,75+ years,100
Canada,G.I. Generation,75+ years,111
Canada,G.I. Generation,55-74 years,502
Canada,G.I. Generation,55-74 years,166
Canada,G.I. Generation,75+ years,34
Canada,G.I. Generation,75+ years,143
Canada,G.I. Generation,55-74 years,520
Canada,G.I. Generation,55-74 years,191
Canada,G.I. Generation,75+ years,36
Canada,G.I. Generation,75+ years,117
Canada,G.I. Generation,55-74 years,535
Canada,G.I. Generation,55-74 years,171
Canada,G.I. Generation,75+ years,47
Canada,G.I. Generation,75+ years,130
Canada,G.I. Generation,55-74 years,525
Canada,G.I. Generation,55-74 years,142
Canada,G.I. Generation,75+ years,44
Canada,G.I. Generation,75+ years,131
Canada,G.I. Generation,55-74 years,501
Canada,G.I. Generation,55-74 years,163
Canada,G.I. Generation,75+ years,40
Canada,G.I. Generation,75+ years,149
Canada,G.I. Generation,55-74 years,430
Canada,G.I. Generation,55-74 years,125
Canada,G.I. Generation,75+ years,32
Canada,G.I. Generation,75+ years,139
Canada,G.I. Generation,75+ years,31
Canada,G.I. Generation,75+ years,136
Canada,G.I. Generation,75+ years,35
Canada,G.I. Generation,75+ years,138
Canada,G.I. Generation,75+ years,55
Canada,G.I. Generation,75+ years,160
Canada,G.I. Generation,75+ years,37
Canada,G.I. Generation,75+ years,146
Canada,G.I. Generation,75+ years,34
Canada,G.I. Generation,75+ years,162
Canada,G.I. Generation,75+ years,33
Canada,G.I. Generation,75+ years,156
Canada,G.I. Generation,75+ years,42
Canada,G.I. Generation,75+ years,147
Canada,G.I. Generation,75+ years,50
Canada,G.I. Generation,75+ years,155
Canada,G.I. Generation,75+ years,53
Canada,G.I. Generation,75+ years,146
Canada,G.I. Generation,75+ years,30
Chile,G.I. Generation,75+ years,34
Chile,G.I. Generation,55-74 years,100
Chile,G.I. Generation,55-74 years,21
Chile,G.I. Generation,75+ years,3
Chile,G.I. Generation,75+ years,21
Chile,G.I. Generation,55-74 years,116
Chile,G.I. Generation,55-74 years,15
Chile,G.I. Generation,75+ years,3
Chile,G.I. Generation,55-74 years,120
Chile,G.I. Generation,75+ years,19
Chile,G.I. Generation,55-74 years,23
Chile,G.I. Generation,75+ years,0
Chile,G.I. Generation,75+ years,29
Chile,G.I. Generation,55-74 years,101
Chile,G.I. Generation,55-74 years,19
Chile,G.I. Generation,75+ years,3
Chile,G.I. Generation,75+ years,34
Chile,G.I. Generation,55-74 years,109
Chile,G.I. Generation,75+ years,3
Chile,G.I. Generation,55-74 years,12
Chile,G.I. Generation,55-74 years,145
Chile,G.I. Generation,75+ years,22
Chile,G.I. Generation,55-74 years,19
Chile,G.I. Generation,75+ years,3
Chile,G.I. Generation,75+ years,31
Chile,G.I. Generation,75+ years,5
Chile,G.I. Generation,75+ years,25
Chile,G.I. Generation,75+ years,0
Chile,G.I. Generation,75+ years,50
Chile,G.I. Generation,75+ years,0
Chile,G.I. Generation,75+ years,33
Chile,G.I. Generation,75+ years,3
Chile,G.I. Generation,75+ years,42
Chile,G.I. Generation,75+ years,5
Chile,G.I. Generation,75+ years,27
Chile,G.I. Generation,75+ years,4
Chile,G.I. Generation,75+ years,41
Chile,G.I. Generation,75+ years,4
Chile,G.I. Generation,75+ years,42
Chile,G.I. Generation,75+ years,9
Chile,G.I. Generation,75+ years,51
Chile,G.I. Generation,75+ years,5
Chile,G.I. Generation,75+ years,66
Chile,G.I. Generation,75+ years,5
Colombia,G.I. Generation,75+ years,21
Colombia,G.I. Generation,55-74 years,113
Colombia,G.I. Generation,75+ years,3
Colombia,G.I. Generation,55-74 years,12
Colombia,G.I. Generation,75+ years,13
Colombia,G.I. Generation,55-74 years,81
Colombia,G.I. Generation,55-74 years,13
Colombia,G.I. Generation,75+ years,0
Colombia,G.I. Generation,55-74 years,86
Colombia,G.I. Generation,75+ years,14
Colombia,G.I. Generation,55-74 years,10
Colombia,G.I. Generation,75+ years,2
Colombia,G.I. Generation,75+ years,27
Colombia,G.I. Generation,55-74 years,83
Colombia,G.I. Generation,75+ years,6
Colombia,G.I. Generation,55-74 years,4
Colombia,G.I. Generation,75+ years,17
Colombia,G.I. Generation,55-74 years,87
Colombia,G.I. Generation,75+ years,4
Colombia,G.I. Generation,55-74 years,4
Colombia,G.I. Generation,75+ years,21
Colombia,G.I. Generation,55-74 years,85
Colombia,G.I. Generation,55-74 years,14
Colombia,G.I. Generation,75+ years,3
Colombia,G.I. Generation,75+ years,14
Colombia,G.I. Generation,75+ years,3
Colombia,G.I. Generation,75+ years,20
Colombia,G.I. Generation,75+ years,1
Colombia,G.I. Generation,75+ years,22
Colombia,G.I. Generation,75+ years,0
Colombia,G.I. Generation,75+ years,31
Colombia,G.I. Generation,75+ years,2
Colombia,G.I. Generation,75+ years,27
Colombia,G.I. Generation,75+ years,1
Colombia,G.I. Generation,75+ years,33
Colombia,G.I. Generation,75+ years,3
Colombia,G.I. Generation,75+ years,34
Colombia,G.I. Generation,75+ years,3
Colombia,G.I. Generation,75+ years,51
Colombia,G.I. Generation,75+ years,3
Colombia,G.I. Generation,75+ years,53
Colombia,G.I. Generation,75+ years,3
Colombia,G.I. Generation,75+ years,60
Colombia,G.I. Generation,75+ years,6
Costa Rica,G.I. Generation,55-74 years,12
Costa Rica,G.I. Generation,75+ years,1
Costa Rica,G.I. Generation,55-74 years,1
Costa Rica,G.I. Generation,75+ years,0
Costa Rica,G.I. Generation,75+ years,3
Costa Rica,G.I. Generation,55-74 years,20
Costa Rica,G.I. Generation,55-74 years,1
Costa Rica,G.I. Generation,75+ years,0
Costa Rica,G.I. Generation,75+ years,5
Costa Rica,G.I. Generation,55-74 years,7
Costa Rica,G.I. Generation,55-74 years,0
Costa Rica,G.I. Generation,75+ years,0
Costa Rica,G.I. Generation,75+ years,4
Costa Rica,G.I. Generation,55-74 years,14
Costa Rica,G.I. Generation,55-74 years,0
Costa Rica,G.I. Generation,75+ years,0
Costa Rica,G.I. Generation,55-74 years,19
Costa Rica,G.I. Generation,75+ years,2
Costa Rica,G.I. Generation,55-74 years,1
